game_pk,game_date,season,away_team,game_start,start_hour,home_runs_scored,away_runs_scored,total_runs,home_runs_hit,strikeouts,walks,hits,total_pitches,avg_exit_velocity,n_barrels,n_bbe,barrel_rate,hr_h_ratio,home_bat_hr,home_bat_k,home_bat_bb,home_bat_h,home_bat_pitches,home_bat_exit_velo,home_bat_bbe,home_bat_hr_h_ratio,away_bat_hr,away_bat_k,away_bat_bb,away_bat_h,away_bat_pitches,away_bat_exit_velo,away_bat_bbe,away_bat_hr_h_ratio,temp_f,temp_c,rhum,pres,prcp,wspd,wspd_mph,wdir,wind_dir_bucket,wind_cf,wind_lcf,wind_rcf,day_night
716621,2023-09-12,2023,STL,2023-09-12 18:35:00,18,2,5,7,3,8,6,18,298,81.0,3,62,0.0484,0.1667,0.0,4.0,5.0,9.0,150.0,81.4,48.0,0.0,3.0,4.0,1.0,9.0,148.0,80.7,59.0,0.3333,77.1,25.1,78.0,1011.8,0.1,6.2,3.9,130.0,SE,1.86,3.77,-0.27,night
716604,2023-09-13,2023,STL,2023-09-13 18:35:00,18,0,1,1,1,18,9,7,286,80.5,4,41,0.0976,0.1429,0.0,11.0,5.0,3.0,151.0,79.9,50.0,0.0,1.0,7.0,4.0,4.0,135.0,81.1,41.0,0.25,78.3,25.7,52.7,1011.2,0.0,3.3,2.0,66.1,NE,-2.36,-1.45,-2.99,night
716586,2023-09-14,2023,TB,2023-09-14 19:15:00,19,3,4,7,3,21,1,11,267,81.1,4,42,0.0952,0.2727,2.0,15.0,1.0,4.0,144.0,78.8,47.0,0.5,1.0,6.0,0.0,7.0,123.0,83.5,43.0,0.1429,68.1,20.0,55.0,1016.4,0.0,10.9,6.8,2.0,N,-10.21,-10.9,-8.29,night
716583,2023-09-15,2023,TB,2023-09-15 19:05:00,19,1,7,8,3,19,2,15,271,82.9,3,49,0.0612,0.2,1.0,13.0,1.0,2.0,122.0,80.8,42.0,0.5,2.0,6.0,1.0,13.0,149.0,84.4,58.0,0.1538,66.9,19.4,54.3,1014.5,0.0,10.5,6.5,332.6,NW,-6.79,-9.14,-3.63,night
716561,2023-09-16,2023,TB,2023-09-16 19:05:00,19,8,0,8,1,17,4,17,249,84.7,2,49,0.0408,0.0588,1.0,9.0,3.0,12.0,137.0,84.7,48.0,0.0833,0.0,8.0,1.0,5.0,112.0,84.7,48.0,0.0,71.4,21.9,43.0,1012.7,0.0,3.0,1.9,296.0,NW,-0.18,-1.21,0.86,night
716553,2023-09-17,2023,TB,2023-09-17 13:35:00,13,5,4,9,4,19,3,14,312,81.6,6,59,0.1017,0.2857,1.0,12.0,0.0,9.0,143.0,81.6,55.0,0.1111,3.0,7.0,3.0,5.0,169.0,81.6,61.0,0.6,71.3,21.8,82.3,1010.7,0.8,5.7,3.5,157.6,S,4.02,5.14,2.41,day
716434,2023-09-26,2023,WSH,2023-09-26 18:35:00,18,1,0,1,1,16,5,9,248,81.5,2,40,0.05,0.1111,1.0,9.0,3.0,6.0,131.0,78.4,41.0,0.1667,0.0,7.0,2.0,3.0,117.0,85.0,37.0,0.0,61.5,16.4,83.0,1024.5,0.0,13.9,8.6,45.7,NE,-12.78,-10.14,-13.88,night
716416,2023-09-27,2023,WSH,2023-09-27 18:35:00,18,5,1,6,1,18,5,15,278,81.3,3,47,0.0638,0.0667,1.0,8.0,5.0,9.0,151.0,81.9,39.0,0.1111,0.0,10.0,0.0,6.0,127.0,80.8,47.0,0.0,62.4,16.9,59.7,1022.2,0.0,10.0,6.2,46.9,NE,-9.07,-7.12,-9.94,night
716402,2023-09-28,2023,BOS,2023-09-28 18:35:00,18,2,0,2,1,15,4,7,258,79.6,1,42,0.0238,0.1429,1.0,5.0,3.0,4.0,122.0,80.9,40.0,0.25,0.0,10.0,1.0,3.0,136.0,78.5,51.0,0.0,64.8,18.2,79.0,1019.3,0.0,14.0,8.7,61.7,NE,-10.84,-7.16,-13.22,night
716390,2023-09-29,2023,BOS,2023-09-29 19:05:00,19,0,3,3,1,20,3,7,260,81.5,3,40,0.075,0.1429,0.0,13.0,1.0,3.0,120.0,82.2,34.0,0.0,1.0,7.0,2.0,4.0,140.0,81.1,52.0,0.25,65.7,18.7,84.0,1018.0,0.0,9.4,5.8,353.7,N,-8.21,-9.26,-6.17,night
716377,2023-09-30,2023,BOS,2023-09-30 19:15:00,19,5,2,7,0,19,1,21,291,80.5,1,52,0.0192,0.0,0.0,10.0,0.0,7.0,131.0,82.5,50.0,0.0,0.0,9.0,1.0,14.0,160.0,79.0,69.0,0.0,67.8,19.9,77.7,1020.7,0.0,4.3,2.7,349.8,N,-3.65,-4.23,-2.63,night
716367,2023-10-01,2023,BOS,2023-10-01 15:05:00,15,1,6,7,0,25,10,7,307,81.2,0,38,0.0,0.0,0.0,9.0,4.0,2.0,142.0,82.0,40.0,0.0,0.0,16.0,6.0,5.0,165.0,80.4,44.0,0.0,79.3,26.3,47.0,1019.7,0.0,13.8,8.6,357.0,N,-12.46,-13.74,-9.67,day
747060,2024-03-28,2024,LAA,2024-03-28 15:05:00,15,11,3,14,3,19,9,12,318,80.9,4,44,0.0909,0.25,2.0,5.0,6.0,10.0,180.0,80.2,56.0,0.2,1.0,14.0,3.0,2.0,138.0,82.2,31.0,0.5,53.2,11.8,48.3,1011.2,0.0,13.7,8.5,332.3,NW,-8.8,-11.87,-4.66,day
747063,2024-03-30,2024,LAA,2024-03-30 16:05:00,16,13,4,17,3,19,3,23,323,86.8,6,56,0.1071,0.1304,2.0,6.0,2.0,14.0,169.0,88.1,57.0,0.1429,1.0,13.0,1.0,9.0,154.0,85.3,51.0,0.1111,57.6,14.2,63.3,1006.6,1.2,8.2,5.1,152.5,SE,5.25,7.07,2.79,day
747062,2024-03-31,2024,LAA,2024-03-31 13:35:00,13,1,4,5,1,17,6,9,253,81.3,4,44,0.0909,0.1111,0.0,9.0,5.0,3.0,135.0,79.8,38.0,0.0,1.0,8.0,1.0,6.0,118.0,82.7,40.0,0.1667,61.6,16.5,52.3,1012.2,0.0,10.4,6.4,312.7,NW,-3.57,-6.69,-0.03,day
747058,2024-04-01,2024,KC,2024-04-01 18:35:00,18,6,4,10,4,16,3,16,272,84.5,5,54,0.0926,0.25,2.0,7.0,1.0,9.0,126.0,84.8,41.0,0.2222,2.0,9.0,1.0,7.0,146.0,84.3,49.0,0.2857,55.2,12.9,77.3,1011.3,0.0,8.5,5.3,115.3,SE,0.42,3.31,-2.52,night
