game_pk,game_date,season,home_team,away_team,game_start,start_hour,home_runs_scored,away_runs_scored,total_runs,home_runs_hit,strikeouts,walks,hits,total_pitches,avg_exit_velocity,n_barrels,n_bbe,barrel_rate,hr_h_ratio,temp_f,temp_c,rhum,pres,prcp,wspd,wspd_mph,wdir,wind_dir_bucket,wind_cf,wind_lcf,wind_rcf
717628,2023-06-24,2023,BAL,SEA,2023-06-24 16:05:00,16.0,6,4,10,7,16,6,19,304,83.1,7,56,0.125,0.3684,79.4,26.3,71.7,1007.3,1.5,5.3,3.3,226.4,SW,4.88,3.85,5.32
717631,2023-06-24,2023,CIN,ATL,2023-06-24 16:10:00,16.0,6,7,13,8,16,5,24,332,81.9,8,60,0.1333,0.3333,85.0,29.5,42.0,992.9,0.0,11.5,7.1,292.7,NW,11.47,10.76,10.79
717625,2023-06-24,2023,CLE,MIL,2023-06-24 16:10:00,16.0,4,2,6,0,20,7,13,303,79.7,0,42,0.0,0.0,73.3,23.0,78.3,988.0,0.0,10.4,6.5,287.3,W,-3.1,-6.31,0.48
717640,2023-06-24,2023,COL,LAA,2023-06-24 19:10:00,19.0,1,25,26,6,15,6,35,336,85.8,5,70,0.0714,0.1714,67.6,19.8,39.7,844.9,0.0,11.4,7.1,85.1,E,-0.97,2.96,-4.78
717629,2023-06-24,2023,CWS,BOS,2023-06-24 15:10:00,15.0,5,4,9,5,18,4,19,308,81.9,4,54,0.0741,0.2632,81.0,27.2,46.3,988.7,0.0,22.3,13.9,87.7,E,-20.27,-22.25,-15.84
717633,2023-06-24,2023,DET,MIN,2023-06-24 19:15:00,19.0,3,2,5,2,24,4,16,273,82.6,3,43,0.0698,0.125,75.9,24.4,75.3,989.4,0.0,6.4,4.0,227.1,SW,-2.25,-0.05,-4.17
717626,2023-06-24,2023,LAD,HOU,2023-06-24 16:15:00,16.0,8,7,15,4,17,11,18,305,81.9,5,48,0.1042,0.2222,69.9,21.1,49.3,996.4,0.0,14.1,8.8,240.3,SW,11.14,7.51,13.42
717630,2023-06-24,2023,MIA,PIT,2023-06-24 16:10:00,16.0,4,3,7,1,14,9,18,329,82.6,1,67,0.0149,0.0556,79.7,26.5,84.0,1016.5,0.4,8.2,5.1,238.7,SW,4.84,6.81,2.29
717636,2023-06-24,2023,NYY,TEX,2023-06-24 16:05:00,16.0,1,0,1,1,16,5,12,275,85.0,3,46,0.0652,0.0833,73.6,23.1,86.7,1008.1,0.1,15.9,9.9,161.0,S,0.97,6.35,-4.53
717635,2023-06-24,2023,PHI,NYM,2023-06-24 16:05:00,16.0,2,4,6,2,18,4,18,281,86.5,3,48,0.0625,0.1111,79.5,26.4,70.0,1008.3,1.2,11.6,7.2,220.7,SW,10.99,9.09,11.56
717638,2023-06-24,2023,SD,WSH,2023-06-24 17:40:00,17.0,0,2,2,2,17,8,10,296,80.6,3,45,0.0667,0.2,64.5,18.1,73.7,1015.8,0.0,15.3,9.5,313.1,NW,-10.42,-13.61,-5.98
717639,2023-06-24,2023,SF,AZ,2023-06-24 13:05:00,13.0,7,6,13,2,19,4,22,266,81.1,1,54,0.0185,0.0909,60.0,15.5,72.7,1017.2,0.0,33.6,20.9,263.7,W,33.36,32.62,30.08
717637,2023-06-24,2023,STL,CHC,2023-06-24 12:10:00,12.0,1,9,10,3,14,5,20,295,84.1,4,58,0.069,0.15,93.0,33.9,34.3,994.3,0.0,11.8,7.3,180.7,S,8.44,10.75,5.11
717632,2023-06-24,2023,TB,KC,2023-06-24 16:10:00,16.0,4,9,13,4,13,3,19,250,82.9,7,58,0.1207,0.2105,84.7,29.3,69.7,1013.5,0.5,14.2,8.8,238.3,SW,13.85,11.89,14.14
717634,2023-06-24,2023,TOR,ATH,2023-06-24 16:07:00,16.0,7,3,10,3,16,6,20,287,80.0,4,55,0.0727,0.15,74.2,23.4,86.0,999.0,1.2,4.1,2.5,221.3,SW,3.08,1.97,3.82
717627,2023-06-25,2023,BAL,SEA,2023-06-25 13:35:00,13.0,3,2,5,2,17,3,10,246,82.7,5,41,0.122,0.2,81.6,27.5,65.3,1007.8,0.8,10.1,6.3,231.6,SW,8.83,6.61,9.97
717618,2023-06-25,2023,CIN,ATL,2023-06-25 13:40:00,13.0,6,7,13,2,17,15,20,373,82.0,3,57,0.0526,0.1,84.4,29.1,57.7,989.8,0.1,20.1,12.5,205.8,SW,1.15,7.95,-5.8
717613,2023-06-25,2023,CLE,MIL,2023-06-25 13:40:00,13.0,4,5,9,1,16,7,18,323,82.2,1,59,0.0169,0.0556,84.3,29.1,54.0,983.6,0.0,19.6,12.2,186.3,S,19.48,17.57,19.04
717616,2023-06-25,2023,COL,LAA,2023-06-25 13:10:00,13.0,4,3,7,1,19,6,13,247,82.3,4,41,0.0976,0.0769,79.8,26.6,33.0,847.3,0.0,15.4,9.6,345.3,N,-14.89,-15.33,-12.66
717614,2023-06-25,2023,CWS,BOS,2023-06-25 13:10:00,13.0,4,1,5,2,17,4,12,274,81.2,4,44,0.0909,0.1667,81.6,27.6,48.7,980.3,0.2,35.8,22.2,252.0,W,27.22,33.53,17.63
717621,2023-06-25,2023,DET,MIN,2023-06-25 12:10:00,12.0,3,6,9,1,22,7,18,348,80.8,5,53,0.0943,0.0556,84.0,28.9,47.3,984.6,0.0,24.0,14.9,183.3,S,-21.57,-16.7,-23.84
717615,2023-06-25,2023,LAD,HOU,2023-06-25 16:10:00,16.0,5,6,11,4,19,4,16,311,81.3,4,59,0.0678,0.25,71.5,21.9,44.7,995.1,0.0,13.7,8.5,234.0,SW,11.65,8.51,13.39
717620,2023-06-25,2023,MIA,PIT,2023-06-25 13:40:00,13.0,2,0,2,1,18,1,14,236,85.9,2,46,0.0435,0.0714,79.3,26.3,85.0,1015.9,21.0,13.5,8.4,150.4,SE,-10.65,-7.17,-12.84
717622,2023-06-25,2023,NYY,TEX,2023-06-25 13:35:00,13.0,5,3,8,1,18,5,20,312,84.9,4,49,0.0816,0.05,79.4,26.3,71.7,1008.7,2.2,15.4,9.6,166.7,S,2.46,7.51,-2.89
717624,2023-06-25,2023,PHI,NYM,2023-06-25 13:35:00,13.0,7,6,13,3,23,10,18,343,82.4,5,46,0.1087,0.1667,81.0,27.2,65.7,1008.7,1.3,9.2,5.7,221.9,SW,8.65,7.09,9.17
717610,2023-06-25,2023,SD,WSH,2023-06-25 13:10:00,13.0,3,8,11,2,17,7,19,332,83.7,6,56,0.1071,0.1053,69.1,20.6,56.0,1015.9,0.0,19.9,12.4,285.0,W,-5.16,-11.43,1.74
717612,2023-06-25,2023,SF,AZ,2023-06-25 13:05:00,13.0,2,5,7,1,15,9,16,298,82.3,6,53,0.1132,0.0625,59.5,15.3,75.7,1017.3,0.0,31.2,19.4,259.3,W,30.69,30.82,26.87
717623,2023-06-25,2023,STL,CHC,2023-06-25 09:10:00,9.0,7,5,12,0,19,6,19,299,83.8,1,50,0.02,0.0,89.6,32.0,50.7,991.5,0.0,17.1,10.6,264.0,W,13.29,8.81,16.17
717619,2023-06-25,2023,TB,KC,2023-06-25 13:40:00,13.0,3,1,4,1,22,6,11,289,80.4,2,39,0.0513,0.0909,86.8,30.4,54.0,1012.9,0.0,10.9,6.8,329.4,NW,-2.7,-6.13,1.07
717617,2023-06-25,2023,TOR,ATH,2023-06-25 13:37:00,13.0,12,1,13,3,18,12,14,293,82.6,3,45,0.0667,0.2143,77.1,25.1,72.0,997.7,0.0,11.1,6.9,129.3,SE,7.05,9.57,3.68
717609,2023-06-26,2023,ATL,MIN,2023-06-26 19:20:00,19.0,4,1,5,3,19,4,14,267,85.3,3,45,0.0667,0.2143,79.0,26.1,71.3,973.4,0.0,10.3,6.4,294.4,NW,7.51,9.47,4.65
717611,2023-06-26,2023,BAL,CIN,2023-06-26 19:05:00,19.0,10,3,13,1,13,12,19,327,83.1,3,54,0.0556,0.0526,73.3,23.0,92.7,1002.0,0.4,5.3,3.3,145.8,SE,2.89,4.22,1.21
717608,2023-06-26,2023,LAA,CWS,2023-06-26 18:38:00,18.0,2,1,3,2,24,4,8,256,81.8,2,34,0.0588,0.25,67.3,19.6,68.3,1005.8,0.0,9.7,6.0,212.7,SW,9.51,9.65,8.22
717607,2023-06-26,2023,NYM,MIL,2023-06-26 19:10:00,19.0,1,2,3,1,14,6,10,298,83.3,1,51,0.0196,0.1,70.3,21.3,92.3,1006.4,17.2,12.1,7.5,106.6,E,-1.24,2.96,-5.3
717602,2023-06-26,2023,SEA,WSH,2023-06-26 18:40:00,18.0,8,4,12,4,21,8,22,317,81.1,4,51,0.0784,0.1818,70.5,21.4,61.7,1012.5,0.0,7.8,4.9,10.3,N,-6.44,-7.58,-4.53
717606,2023-06-26,2023,TEX,DET,2023-06-26 19:05:00,19.0,2,7,9,4,24,6,18,314,82.7,5,47,0.1064,0.2222,90.0,32.2,63.7,989.1,0.0,20.2,12.6,137.4,SE,-6.95,-0.04,-13.02
717595,2023-06-27,2023,ATH,NYY,2023-06-27 18:40:00,18.0,2,1,3,2,15,6,12,269,82.8,2,45,0.0444,0.1667,56.0,13.3,86.0,1011.8,0.0,13.9,8.6,228.7,SW,13.84,12.7,13.31
717600,2023-06-27,2023,ATL,MIN,2023-06-27 19:20:00,19.0,6,2,8,5,13,7,17,291,83.2,7,53,0.1321,0.2941,75.7,24.3,67.3,975.9,0.0,7.7,4.8,320.7,NW,7.4,7.72,6.19
717593,2023-06-27,2023,AZ,TB,2023-06-27 18:40:00,18.0,8,4,12,5,15,4,16,275,85.6,6,53,0.1132,0.3125,101.5,38.6,6.7,966.1,0.0,16.2,10.1,266.3,W,1.04,-4.55,6.5
717601,2023-06-27,2023,BAL,CIN,2023-06-27 19:05:00,19.0,1,3,4,2,22,8,8,317,81.2,3,39,0.0769,0.25,70.2,21.2,89.0,1005.8,0.3,9.4,5.8,224.8,SW,8.7,6.96,9.39
717605,2023-06-27,2023,BOS,MIA,2023-06-27 19:10:00,19.0,1,10,11,2,17,3,28,299,86.8,4,62,0.0645,0.0714,70.3,21.3,86.3,1007.6,0.0,16.0,10.0,192.7,S,13.55,15.66,9.8
717596,2023-06-27,2023,CHC,PHI,2023-06-27 19:05:00,19.0,1,5,6,2,23,4,15,280,80.9,3,44,0.0682,0.1333,61.5,16.4,82.3,992.9,0.0,10.2,6.3,23.7,NE,-9.5,-10.2,-7.66
717594,2023-06-27,2023,COL,LAD,2023-06-27 18:40:00,18.0,0,5,5,2,8,5,11,273,81.4,1,54,0.0185,0.1818,77.7,25.4,40.3,837.9,0.0,4.4,2.8,240.3,SW,2.2,0.75,3.38
717591,2023-06-27,2023,KC,CLE,2023-06-27 19:10:00,19.0,1,2,3,0,13,4,9,273,82.1,0,49,0.0,0.0,79.5,26.4,52.3,980.5,0.0,8.3,5.2,124.9,SE,-1.46,1.43,-4.18
717592,2023-06-27,2023,LAA,CWS,2023-06-27 18:38:00,18.0,4,2,6,2,20,12,15,303,83.4,3,41,0.0732,0.1333,66.6,19.2,68.3,1005.0,0.0,11.0,6.8,206.0,SW,10.4,11.0,8.55
717597,2023-06-27,2023,NYM,MIL,2023-06-27 19:10:00,19.0,7,2,9,4,15,7,16,313,82.6,4,49,0.0816,0.25,68.9,20.5,94.3,1007.4,1.0,12.9,8.0,178.4,S,11.77,12.87,9.26
717603,2023-06-27,2023,PIT,SD,2023-06-27 19:05:00,19.0,9,4,13,3,16,5,27,307,85.3,4,59,0.0678,0.1111,64.8,18.2,92.7,983.0,9.5,10.6,6.6,286.3,W,10.54,10.29,9.51
717590,2023-06-27,2023,SEA,WSH,2023-06-27 18:40:00,18.0,4,7,11,2,21,12,16,374,82.1,2,57,0.0351,0.125,72.4,22.5,58.7,1011.1,0.0,5.1,3.2,176.6,S,3.41,4.52,1.89
717598,2023-06-27,2023,STL,HOU,2023-06-27 18:45:00,18.0,4,2,6,2,16,5,15,250,86.3,5,48,0.1042,0.1333,79.7,26.5,54.3,995.0,0.0,7.8,4.9,48.0,NE,-7.82,-7.21,-7.49
717599,2023-06-27,2023,TEX,DET,2023-06-27 19:05:00,19.0,8,3,11,3,12,8,17,285,83.1,4,54,0.0741,0.1765,92.1,33.4,52.7,989.5,0.0,17.7,11.0,157.7,S,0.05,6.09,-6.0
717604,2023-06-27,2023,TOR,SF,2023-06-27 19:07:00,19.0,0,3,3,0,30,2,14,306,81.6,3,36,0.0833,0.0,66.0,18.9,75.3,995.5,0.0,19.6,12.2,309.0,NW,-12.33,-16.8,-6.38
717579,2023-06-28,2023,ATH,NYY,2023-06-28 18:40:00,18.0,0,11,11,1,17,5,11,277,83.1,4,49,0.0816,0.0909,56.2,13.4,86.7,1012.9,0.0,12.9,8.0,238.7,SW,12.57,10.76,12.85
717588,2023-06-28,2023,ATL,MIN,2023-06-28 12:20:00,12.0,3,0,3,1,22,4,10,273,84.3,3,37,0.0811,0.1,86.1,30.0,44.0,979.1,0.0,10.9,6.8,316.0,NW,10.11,10.86,8.14
717575,2023-06-28,2023,AZ,TB,2023-06-28 18:40:00,18.0,2,3,5,0,12,3,14,238,80.4,2,55,0.0364,0.0,100.5,38.1,9.0,965.9,0.0,15.7,9.8,272.2,W,-0.61,-5.94,4.79
717589,2023-06-28,2023,BAL,CIN,2023-06-28 19:05:00,19.0,7,11,18,2,22,9,26,402,82.0,0,63,0.0,0.0769,71.1,21.7,72.0,1012.2,0.0,7.8,4.8,303.3,NW,-1.46,-4.0,1.24
717583,2023-06-28,2023,BOS,MIA,2023-06-28 19:10:00,19.0,2,6,8,3,17,7,15,290,83.9,3,49,0.0612,0.2,68.9,20.5,94.0,1009.5,0.4,9.8,6.1,214.0,SW,9.65,9.71,8.43
717584,2023-06-28,2023,CHC,PHI,2023-06-28 19:05:00,19.0,5,8,13,5,16,5,21,318,82.0,5,59,0.0847,0.2381,70.3,21.3,77.0,992.3,0.0,16.6,10.3,126.7,SE,-2.41,3.36,-7.89
717578,2023-06-28,2023,COL,LAD,2023-06-28 18:40:00,18.0,9,8,17,1,20,13,21,325,82.0,0,48,0.0,0.0476,69.4,20.8,70.0,841.2,1.4,9.1,5.7,309.4,NW,-5.77,-7.83,-3.02
717577,2023-06-28,2023,KC,CLE,2023-06-28 19:10:00,19.0,1,14,15,3,20,11,19,347,82.1,5,53,0.0943,0.1579,90.0,32.2,58.7,976.7,0.0,10.1,6.3,168.7,S,5.58,8.11,2.38
717576,2023-06-28,2023,LAA,CWS,2023-06-28 18:38:00,18.0,5,11,16,6,16,5,28,314,83.6,8,66,0.1212,0.2143,64.0,17.8,72.3,1005.8,0.0,10.7,6.7,204.7,SW,10.06,10.73,8.18
717581,2023-06-28,2023,NYM,MIL,2023-06-28 19:10:00,19.0,2,5,7,1,20,6,16,316,82.6,3,49,0.0612,0.0625,72.0,22.2,82.7,1011.4,0.1,6.9,4.3,272.4,W,2.36,0.01,4.42
717585,2023-06-28,2023,PIT,SD,2023-06-28 19:05:00,19.0,7,1,8,1,19,6,16,324,79.7,2,48,0.0417,0.0625,66.9,19.4,78.0,989.0,0.0,6.1,3.8,316.3,NW,5.58,4.4,6.09
717587,2023-06-28,2023,SEA,WSH,2023-06-28 13:10:00,13.0,1,4,5,1,17,4,14,281,78.4,1,48,0.0208,0.0714,77.2,25.1,48.7,1013.2,0.0,3.0,1.9,58.9,NE,-2.91,-2.49,-2.98
717582,2023-06-28,2023,STL,HOU,2023-06-28 18:45:00,18.0,7,10,17,5,18,9,22,335,81.8,6,57,0.1053,0.2273,85.0,29.5,51.3,993.5,0.0,16.2,10.1,161.7,S,7.29,11.81,1.88
717580,2023-06-28,2023,TEX,DET,2023-06-28 19:05:00,19.0,10,2,12,4,19,5,19,278,84.3,8,53,0.1509,0.2105,90.4,32.4,48.3,991.0,0.0,19.8,12.3,151.7,SE,-2.01,4.84,-8.61
717586,2023-06-28,2023,TOR,SF,2023-06-28 19:07:00,19.0,6,1,7,1,17,1,18,255,83.3,5,50,0.1,0.0556,66.6,19.2,48.3,1004.4,0.0,16.2,10.1,348.0,N,-15.85,-16.04,-13.74
717574,2023-06-29,2023,ATH,NYY,2023-06-29 12:37:00,12.0,4,10,14,2,11,8,21,325,82.4,6,62,0.0968,0.0952,70.9,21.6,57.3,1013.0,0.0,11.5,7.1,266.7,W,8.57,5.44,10.66
717568,2023-06-29,2023,AZ,TB,2023-06-29 12:40:00,12.0,1,6,7,2,21,7,17,291,84.4,1,45,0.0222,0.1176,100.2,37.9,9.0,969.6,0.0,10.8,6.7,195.7,S,10.4,8.77,10.77
717569,2023-06-29,2023,BOS,MIA,2023-06-29 18:10:00,18.0,0,2,2,1,21,3,11,266,80.8,1,42,0.0238,0.0909,73.2,22.9,71.7,1014.8,0.0,13.3,8.3,198.3,S,11.92,13.24,9.15
717567,2023-06-29,2023,CHC,PHI,2023-06-29 19:05:00,19.0,1,3,4,1,14,1,14,230,81.0,3,56,0.0536,0.0714,71.7,22.1,100.0,989.8,0.2,7.4,4.6,154.5,SE,2.48,4.73,-0.06
717572,2023-06-29,2023,COL,LAD,2023-06-29 18:40:00,18.0,3,14,17,1,20,3,27,320,83.1,5,58,0.0862,0.037,67.9,20.0,72.3,843.9,1.5,6.4,4.0,91.1,E,0.12,2.31,-2.09
717573,2023-06-29,2023,KC,CLE,2023-06-29 13:10:00,13.0,4,3,7,0,15,4,19,294,82.1,1,58,0.0172,0.0,99.8,37.7,37.7,979.2,0.0,10.4,6.5,207.7,SW,9.96,10.42,8.3
717560,2023-06-29,2023,LAA,CWS,2023-06-29 13:07:00,13.0,7,9,16,4,26,8,20,335,82.2,5,47,0.1064,0.2,76.4,24.7,46.7,1005.9,0.0,14.6,9.1,230.7,SW,14.53,13.16,14.15
717565,2023-06-29,2023,NYM,MIL,2023-06-29 19:10:00,19.0,2,3,5,3,17,7,18,302,82.4,4,52,0.0769,0.1667,69.0,20.5,87.0,1016.6,0.0,8.2,5.1,155.3,SE,5.6,7.33,3.2
717571,2023-06-29,2023,PIT,SD,2023-06-29 12:35:00,12.0,5,4,9,2,12,7,17,260,83.8,3,53,0.0566,0.1176,78.1,25.6,55.3,991.0,0.0,2.8,1.7,176.1,S,-1.24,-0.31,-2.03
717566,2023-06-29,2023,STL,HOU,2023-06-29 18:15:00,18.0,0,14,14,2,11,10,22,331,81.7,3,62,0.0484,0.0909,81.0,27.2,72.7,995.5,0.0,13.2,8.2,96.8,E,-8.15,-4.12,-11.19
717570,2023-06-29,2023,TEX,DET,2023-06-29 13:05:00,13.0,5,8,13,4,18,9,23,330,82.9,4,56,0.0714,0.1739,100.5,38.1,31.0,992.3,0.0,15.1,9.4,175.3,S,4.62,9.26,-0.57
717564,2023-06-29,2023,TOR,SF,2023-06-29 19:07:00,19.0,2,1,3,1,18,5,8,243,84.3,3,40,0.075,0.125,69.6,20.9,69.0,1005.3,0.0,9.3,5.8,122.0,SE,4.92,7.33,1.93
717551,2023-06-30,2023,ATH,CWS,2023-06-30 18:40:00,18.0,7,4,11,2,13,7,20,277,86.1,4,58,0.069,0.1,66.2,19.0,67.3,1010.8,0.0,5.1,3.2,243.2,SW,4.88,4.04,5.13
717558,2023-06-30,2023,ATL,MIA,2023-06-30 19:20:00,19.0,16,4,20,8,15,4,22,290,85.7,11,58,0.1897,0.3636,79.2,26.2,73.7,979.6,0.0,2.8,1.8,51.8,NE,0.76,-0.21,1.65
717561,2023-06-30,2023,BAL,MIN,2023-06-30 19:05:00,19.0,1,8,9,4,20,5,17,320,83.3,4,51,0.0784,0.2353,71.5,21.9,90.0,1015.3,0.2,9.5,5.9,190.2,S,9.31,9.45,8.06
717559,2023-06-30,2023,CHC,CLE,2023-06-30 13:20:00,13.0,10,1,11,3,11,5,18,297,80.9,4,57,0.0702,0.1667,79.5,26.4,94.3,990.5,0.0,19.5,12.1,107.6,E,-8.97,-2.51,-14.35
717557,2023-06-30,2023,CIN,SD,2023-06-30 17:10:00,17.0,7,5,12,4,19,5,19,330,84.7,4,64,0.0625,0.2105,85.5,29.7,61.3,994.7,0.0,6.2,3.9,199.7,S,-0.3,1.84,-2.4
717552,2023-06-30,2023,COL,DET,2023-06-30 18:10:00,18.0,8,5,13,2,18,3,20,280,82.3,2,52,0.0385,0.1,64.8,18.2,61.7,846.4,0.0,5.5,3.4,58.7,NE,-2.86,-1.08,-4.29
717553,2023-06-30,2023,KC,LAD,2023-06-30 19:10:00,19.0,3,9,12,2,16,10,20,324,83.8,5,58,0.0862,0.1,78.1,25.6,76.7,980.9,0.6,9.1,5.6,340.5,N,-3.91,-6.47,-0.87
717549,2023-06-30,2023,LAA,AZ,2023-06-30 18:38:00,18.0,2,6,8,2,21,10,9,306,80.8,1,42,0.0238,0.2222,66.9,19.4,73.0,1004.7,0.0,9.0,5.6,210.3,SW,8.74,8.99,7.43
717556,2023-06-30,2023,NYM,SF,2023-06-30 19:10:00,19.0,4,5,9,3,19,6,17,305,82.2,6,52,0.1154,0.1765,69.3,20.7,85.7,1017.2,0.0,11.5,7.1,161.6,S,8.67,10.71,5.58
717563,2023-06-30,2023,PHI,WSH,2023-06-30 18:05:00,18.0,1,2,3,1,23,2,16,282,81.3,1,45,0.0222,0.0625,78.9,26.0,49.7,1015.8,0.0,11.7,7.2,181.6,S,10.9,11.67,8.82
717562,2023-06-30,2023,PIT,MIL,2023-06-30 19:05:00,19.0,8,7,15,2,16,6,20,331,80.9,3,57,0.0526,0.1,72.6,22.6,86.7,988.6,0.0,6.6,4.1,155.6,SE,-4.85,-3.01,-6.1
717548,2023-06-30,2023,SEA,TB,2023-06-30 19:10:00,19.0,4,15,19,4,14,11,22,353,82.5,4,60,0.0667,0.1818,66.4,19.1,54.0,1016.3,0.0,18.4,11.5,32.7,NE,-18.01,-18.27,-15.57
717554,2023-06-30,2023,TEX,HOU,2023-06-30 19:05:00,19.0,3,5,8,3,11,6,13,279,82.7,3,55,0.0545,0.2308,89.5,32.0,54.3,992.1,0.0,17.2,10.7,135.3,SE,-6.48,-0.65,-11.52
717555,2023-06-30,2023,TOR,BOS,2023-06-30 19:07:00,19.0,0,5,5,3,20,3,12,286,84.1,3,45,0.0667,0.25,70.0,21.1,86.7,1003.1,0.0,11.4,7.1,127.0,SE,6.88,9.59,3.35
717538,2023-07-01,2023,ATH,CWS,2023-07-01 13:07:00,13.0,7,6,13,2,22,13,21,354,83.3,3,56,0.0536,0.0952,82.5,28.1,40.3,1011.8,0.0,10.6,6.6,285.7,W,5.19,1.72,8.04
717536,2023-07-01,2023,ATL,MIA,2023-07-01 16:10:00,16.0,7,0,7,2,11,3,15,295,84.4,2,55,0.0364,0.1333,86.8,30.4,66.0,979.1,0.0,6.3,3.9,332.9,NW,6.25,6.04,5.7
717541,2023-07-01,2023,BAL,MIN,2023-07-01 16:05:00,16.0,0,1,1,1,20,2,10,235,84.0,2,42,0.0476,0.1,80.5,27.0,74.7,1011.1,0.1,13.7,8.5,167.0,S,11.15,13.2,7.76
717546,2023-07-01,2023,CHC,CLE,2023-07-01 18:15:00,18.0,0,6,6,0,26,5,13,307,80.0,0,41,0.0,0.0,72.9,22.7,92.0,988.2,2.5,7.2,4.5,200.7,S,6.59,7.21,5.18
717539,2023-07-01,2023,CIN,SD,2023-07-01 13:40:00,13.0,5,12,17,4,11,8,18,327,83.7,4,60,0.0667,0.2222,82.9,28.3,66.7,994.4,0.0,14.7,9.1,202.3,S,-0.04,4.99,-5.07
717544,2023-07-01,2023,COL,DET,2023-07-01 19:10:00,19.0,2,4,6,1,13,5,15,278,84.9,1,61,0.0164,0.0667,68.3,20.2,54.3,846.2,0.0,9.3,5.8,261.7,W,1.34,-1.89,4.41
717537,2023-07-01,2023,KC,LAD,2023-07-01 18:15:00,18.0,6,4,10,0,13,7,16,302,81.3,2,54,0.037,0.0,76.6,24.8,75.3,978.4,0.0,9.8,6.1,332.7,NW,-2.98,-6.01,0.4
717533,2023-07-01,2023,LAA,AZ,2023-07-01 19:07:00,19.0,1,3,4,1,17,7,12,302,82.1,3,50,0.06,0.0833,64.2,17.9,87.3,1007.1,0.0,7.0,4.3,211.4,SW,6.77,6.92,5.8
717535,2023-07-01,2023,NYM,SF,2023-07-01 16:10:00,16.0,4,1,5,3,13,3,9,252,84.3,5,44,0.1136,0.3333,74.2,23.5,68.7,1014.7,0.0,17.7,11.0,162.0,S,13.46,16.58,8.72
717543,2023-07-01,2023,PHI,WSH,2023-07-01 16:05:00,16.0,19,4,23,5,13,5,28,308,79.4,6,66,0.0909,0.1786,82.8,28.2,50.3,1013.2,0.0,16.9,10.5,158.7,S,12.21,15.49,7.47
717540,2023-07-01,2023,PIT,MIL,2023-07-01 16:05:00,16.0,8,11,19,3,13,8,19,316,85.1,4,60,0.0667,0.1579,76.7,24.8,82.0,985.3,1.1,5.0,3.1,246.5,SW,3.5,4.52,2.05
717534,2023-07-01,2023,SEA,TB,2023-07-01 16:15:00,16.0,8,3,11,2,23,5,18,286,83.9,6,45,0.1333,0.1111,73.2,22.9,44.7,1019.4,0.0,16.2,10.1,5.3,N,-12.47,-15.26,-8.18
717545,2023-07-01,2023,STL,NYY,2023-07-01 13:15:00,13.0,11,4,15,3,9,13,22,343,84.3,4,62,0.0645,0.1364,93.8,34.3,43.7,992.1,0.0,9.8,6.1,211.3,SW,9.49,9.71,8.13
717550,2023-07-01,2023,STL,NYY,2023-06-30 19:15:00,19.0,2,6,8,1,14,8,17,281,82.5,3,54,0.0556,0.0588,79.2,26.2,92.0,994.4,0.0,6.0,3.7,107.4,E,-2.76,-0.78,-4.4
717542,2023-07-01,2023,TEX,HOU,2023-07-01 15:05:00,15.0,5,2,7,1,17,6,19,307,81.1,4,48,0.0833,0.0526,92.5,33.6,44.3,992.5,0.0,2.8,1.7,223.8,SW,2.53,2.76,2.0
717547,2023-07-01,2023,TOR,BOS,2023-07-01 15:07:00,15.0,6,7,13,5,23,7,23,323,85.4,6,52,0.1154,0.2174,77.5,25.3,79.0,999.9,0.7,6.0,3.7,112.7,SE,2.33,4.09,0.29
717518,2023-07-02,2023,ATH,CWS,2023-07-02 13:07:00,13.0,7,8,15,2,18,9,22,322,84.3,3,55,0.0545,0.0909,79.0,26.1,44.3,1011.4,0.0,12.2,7.6,283.0,W,6.47,2.54,9.61
717532,2023-07-02,2023,ATL,MIA,2023-07-02 13:35:00,13.0,6,3,9,3,22,3,17,280,79.2,2,46,0.0435,0.1765,90.2,32.3,54.7,978.7,0.0,4.4,2.7,240.3,SW,-0.55,0.98,-2.01
717529,2023-07-02,2023,BAL,MIN,2023-07-02 12:05:00,12.0,2,1,3,0,16,7,11,280,85.3,3,45,0.0667,0.0,86.0,30.0,66.3,1009.6,0.0,9.9,6.2,199.0,S,9.91,9.52,9.11
717521,2023-07-02,2023,CHC,CLE,2023-07-02 16:05:00,16.0,6,8,14,2,15,3,18,337,82.4,6,64,0.0938,0.1111,62.2,16.8,98.7,986.6,1.2,25.0,15.5,354.3,N,-15.82,-21.48,-8.27
717526,2023-07-02,2023,CIN,SD,2023-07-02 13:40:00,13.0,4,3,7,4,19,6,12,263,81.2,4,42,0.0952,0.3333,82.4,28.0,71.3,990.7,0.6,18.4,11.4,222.3,SW,6.24,11.79,-0.05
717523,2023-07-02,2023,COL,DET,2023-07-02 13:10:00,13.0,9,14,23,7,14,5,26,306,81.8,6,65,0.0923,0.2692,82.2,27.9,25.0,847.2,0.0,10.2,6.4,359.6,N,-10.23,-9.64,-9.59
717527,2023-07-02,2023,KC,LAD,2023-07-02 13:10:00,13.0,9,1,10,0,14,8,21,311,82.1,3,59,0.0508,0.0,85.2,29.5,45.0,981.1,0.2,11.2,7.0,321.3,NW,-1.24,-4.98,2.65
717522,2023-07-02,2023,LAA,AZ,2023-07-02 13:07:00,13.0,5,2,7,4,25,4,11,263,82.7,5,37,0.1351,0.3636,79.2,26.2,49.7,1006.1,0.0,16.6,10.3,223.0,SW,16.56,15.76,15.36
