game_pk,game_date,season,away_team,game_start,start_hour,home_runs_scored,away_runs_scored,total_runs,home_runs_hit,strikeouts,walks,hits,total_pitches,avg_exit_velocity,n_barrels,n_bbe,barrel_rate,hr_h_ratio,home_bat_hr,home_bat_k,home_bat_bb,home_bat_h,home_bat_pitches,home_bat_exit_velo,home_bat_bbe,home_bat_hr_h_ratio,away_bat_hr,away_bat_k,away_bat_bb,away_bat_h,away_bat_pitches,away_bat_exit_velo,away_bat_bbe,away_bat_hr_h_ratio,temp_f,temp_c,rhum,pres,prcp,wspd,wspd_mph,wdir,wind_dir_bucket,wind_cf,wind_lcf,wind_rcf,day_night
634368,2021-04-27,2021,ATH,2021-04-27 19:10:00,19,4,3,7,2,13,3,18,258,82.8,5,58,0.0862,0.1111,1.0,7.0,2.0,10.0,130.0,82.0,53.0,0.1,1.0,6.0,1.0,8.0,128.0,83.6,56.0,0.125,81.7,27.6,45.7,1015.4,0.0,21.9,13.6,76.0,E,-18.8,-13.8,-21.53,night
634308,2021-04-28,2021,ATH,2021-04-28 19:10:00,19,2,0,2,1,23,5,15,268,83.3,4,40,0.1,0.0667,1.0,10.0,2.0,8.0,132.0,83.1,40.0,0.125,0.0,13.0,2.0,7.0,136.0,83.4,42.0,0.0,77.1,25.1,66.3,1015.0,0.0,16.0,10.0,321.4,NW,-1.78,-7.12,3.78,night
634296,2021-04-29,2021,ATH,2021-04-29 13:10:00,13,2,3,5,2,21,3,12,294,81.2,2,43,0.0465,0.1667,1.0,12.0,2.0,5.0,150.0,82.5,42.0,0.2,1.0,9.0,1.0,7.0,144.0,80.1,50.0,0.1429,84.3,29.1,53.3,1015.3,0.0,15.8,9.8,223.7,SW,15.76,14.94,14.69,day
634275,2021-04-30,2021,HOU,2021-04-30 19:10:00,19,2,9,11,1,21,8,21,324,79.0,3,53,0.0566,0.0476,0.0,12.0,5.0,6.0,150.0,80.0,43.0,0.0,1.0,9.0,3.0,15.0,174.0,78.4,66.0,0.0667,77.5,25.3,66.3,1014.5,0.0,15.6,9.7,307.3,NW,2.08,-3.33,7.23,night
634307,2021-05-01,2021,HOU,2021-05-01 16:10:00,16,1,3,4,0,12,7,9,276,80.5,1,50,0.02,0.0,0.0,7.0,2.0,5.0,129.0,79.7,47.0,0.0,0.0,5.0,4.0,4.0,147.0,81.3,48.0,0.0,83.2,28.5,57.7,1012.2,0.3,15.1,9.4,265.0,W,11.59,7.57,14.22,day
634323,2021-05-02,2021,HOU,2021-05-02 13:10:00,13,5,4,9,2,21,4,15,299,79.0,4,45,0.0889,0.1333,1.0,11.0,2.0,7.0,156.0,77.6,48.0,0.1429,1.0,10.0,1.0,8.0,143.0,80.6,40.0,0.125,83.9,28.8,53.7,1013.3,0.0,23.1,14.3,212.3,SW,22.51,22.88,19.42,day
634169,2021-05-11,2021,NYY,2021-05-11 19:10:00,19,1,3,4,3,17,5,10,283,82.8,4,45,0.0889,0.3,1.0,11.0,3.0,3.0,136.0,81.4,38.0,0.3333,2.0,6.0,2.0,7.0,147.0,83.9,49.0,0.2857,81.8,27.7,62.7,1014.9,0.0,10.6,6.6,319.7,NW,-0.87,-4.43,2.79,night
634210,2021-05-12,2021,NYY,2021-05-12 19:10:00,19,0,1,1,0,23,1,10,259,79.5,2,38,0.0526,0.0,0.0,13.0,0.0,4.0,121.0,77.3,30.0,0.0,0.0,10.0,1.0,6.0,138.0,81.6,32.0,0.0,81.8,27.7,66.7,1014.8,0.0,16.4,10.2,318.0,NW,-0.85,-6.39,4.79,night
634126,2021-05-13,2021,NYY,2021-05-13 19:10:00,19,9,1,10,2,26,9,15,308,81.6,5,38,0.1316,0.1333,2.0,16.0,5.0,10.0,170.0,80.5,50.0,0.2,0.0,10.0,4.0,5.0,138.0,83.1,41.0,0.0,77.7,25.4,63.7,1015.6,0.2,15.1,9.4,24.4,NE,-14.13,-15.1,-11.46,night
634093,2021-05-14,2021,NYM,2021-05-14 19:10:00,19,3,2,5,2,22,5,13,259,83.5,3,44,0.0682,0.1538,1.0,11.0,4.0,7.0,140.0,84.1,40.0,0.1429,1.0,11.0,1.0,6.0,119.0,82.9,39.0,0.1667,81.2,27.3,47.3,1015.7,0.0,21.7,13.5,46.4,NE,-21.73,-20.24,-20.6,night
