game_pk,game_date,season,away_team,game_start,start_hour,home_runs_scored,away_runs_scored,total_runs,home_runs_hit,strikeouts,walks,hits,total_pitches,avg_exit_velocity,n_barrels,n_bbe,barrel_rate,hr_h_ratio,home_bat_hr,home_bat_k,home_bat_bb,home_bat_h,home_bat_pitches,home_bat_exit_velo,home_bat_bbe,home_bat_hr_h_ratio,away_bat_hr,away_bat_k,away_bat_bb,away_bat_h,away_bat_pitches,away_bat_exit_velo,away_bat_bbe,away_bat_hr_h_ratio,temp_f,temp_c,rhum,pres,prcp,wspd,wspd_mph,wdir,wind_dir_bucket,wind_cf,wind_lcf,wind_rcf
633961,2021-05-28,2021,NYY,2021-05-28 19:10:00,19,3,2,5,2,19,5,18,345,84.5,3,56,0.0536,0.1111,1.0,7.0,3.0,7.0,159.0,85.9,53.0,0.1429,1.0,12.0,2.0,11.0,186.0,83.3,58.0,0.0909,46.8,8.2,71.3,994.2,0.0,33.4,20.8,29.3,NE,20.66,10.42,28.4
633949,2021-05-29,2021,NYY,2021-05-29 16:10:00,16,6,1,7,1,18,5,10,288,80.9,2,42,0.0476,0.1,1.0,6.0,1.0,7.0,131.0,83.1,39.0,0.1429,0.0,12.0,4.0,3.0,157.0,78.9,44.0,0.0,60.9,16.0,36.0,998.4,0.0,25.0,15.6,34.7,NE,13.57,5.56,19.95
633854,2021-05-30,2021,NYY,2021-05-30 13:10:00,13,6,2,8,0,19,13,15,325,78.5,1,46,0.0217,0.0,0.0,7.0,8.0,6.0,169.0,76.5,56.0,0.0,0.0,12.0,5.0,9.0,156.0,80.8,46.0,0.0,65.1,18.4,30.3,1002.5,0.0,10.4,6.5,73.6,E,-1.11,-4.59,2.5
633822,2021-06-08,2021,SEA,2021-06-08 19:10:00,19,5,3,8,1,12,6,17,293,81.1,3,53,0.0566,0.0588,1.0,6.0,2.0,9.0,144.0,82.5,51.0,0.1111,0.0,6.0,4.0,8.0,149.0,79.8,57.0,0.0,77.7,25.4,73.7,994.4,0.0,7.0,4.3,214.6,SW,-3.8,-1.57,-5.58
633759,2021-06-09,2021,SEA,2021-06-09 19:10:00,19,6,9,15,3,21,7,19,342,82.7,8,57,0.1404,0.1579,2.0,10.0,2.0,9.0,160.0,83.2,61.0,0.2222,1.0,11.0,4.0,10.0,182.0,82.2,58.0,0.1,77.5,25.3,76.3,994.4,0.3,16.5,10.2,56.0,NE,3.28,-2.43,8.6
633754,2021-06-10,2021,SEA,2021-06-10 13:10:00,13,8,3,11,5,13,8,18,327,85.1,7,56,0.125,0.2778,3.0,6.0,5.0,12.0,175.0,88.5,50.0,0.25,2.0,7.0,3.0,6.0,152.0,81.7,51.0,0.3333,82.3,28.0,61.3,993.0,0.4,17.3,10.7,72.0,E,-1.35,-7.16,4.61
633789,2021-06-11,2021,CWS,2021-06-11 19:10:00,19,4,5,9,4,24,8,15,315,82.9,3,47,0.0638,0.2667,3.0,15.0,3.0,7.0,173.0,80.0,48.0,0.4286,1.0,9.0,5.0,8.0,142.0,85.4,54.0,0.125,82.9,28.3,56.7,987.4,0.2,7.3,4.6,102.4,E,-4.19,-6.0,-1.88
633721,2021-06-12,2021,CWS,2021-06-12 16:10:00,16,2,15,17,2,17,16,18,374,82.7,3,54,0.0556,0.1111,1.0,10.0,5.0,5.0,151.0,81.8,47.0,0.2,1.0,7.0,11.0,13.0,223.0,83.3,70.0,0.0769,82.6,28.1,57.0,987.4,0.0,3.9,2.4,74.3,E,-0.46,-1.77,0.9
633688,2021-06-13,2021,CWS,2021-06-13 13:10:00,13,1,4,5,0,18,5,12,272,83.2,3,48,0.0625,0.0,0.0,12.0,2.0,1.0,128.0,83.9,34.0,0.0,0.0,6.0,3.0,11.0,144.0,82.8,52.0,0.0,83.4,28.6,35.7,989.9,0.0,19.3,12.0,331.7,NW,19.17,18.68,17.34
633526,2021-06-22,2021,STL,2021-06-22 19:10:00,19,8,2,10,1,10,9,18,314,82.6,4,59,0.0678,0.0556,1.0,4.0,5.0,12.0,157.0,81.3,57.0,0.0833,0.0,6.0,4.0,6.0,157.0,84.1,48.0,0.0,64.1,17.8,45.0,992.7,0.0,8.9,5.5,270.7,W,3.5,6.09,0.49
633541,2021-06-23,2021,STL,2021-06-23 13:10:00,13,6,2,8,3,12,9,13,289,85.7,5,50,0.1,0.2308,2.0,7.0,7.0,6.0,161.0,82.3,35.0,0.3333,1.0,5.0,2.0,7.0,128.0,88.4,43.0,0.1429,67.5,19.7,59.0,998.8,0.4,19.3,12.0,188.7,S,-16.48,-12.07,-18.9
633564,2021-06-24,2021,HOU,2021-06-24 19:10:00,19,3,12,15,1,15,8,29,343,80.8,1,66,0.0152,0.0345,0.0,8.0,2.0,11.0,142.0,79.1,53.0,0.0,1.0,7.0,6.0,18.0,201.0,81.9,78.0,0.0556,79.6,26.5,47.0,994.9,0.0,13.8,8.6,184.7,S,-12.27,-9.37,-13.69
633509,2021-06-26,2021,HOU,2021-06-26 18:10:00,18,2,3,5,2,14,5,10,230,84.9,3,36,0.0833,0.2,0.0,10.0,2.0,5.0,109.0,82.7,33.0,0.0,2.0,4.0,3.0,5.0,121.0,87.0,35.0,0.4,82.3,28.0,66.0,990.0,0.0,27.5,17.1,196.3,S,-21.45,-14.25,-26.06
633530,2021-06-26,2021,HOU,2021-06-25 19:10:00,19,3,1,4,1,13,2,12,210,81.9,2,38,0.0526,0.0833,1.0,6.0,0.0,6.0,86.0,83.0,29.0,0.1667,0.0,7.0,2.0,6.0,124.0,81.1,45.0,0.0,72.0,22.2,92.0,989.1,5.9,38.0,23.6,198.0,S,-28.89,-18.7,-35.59
633494,2021-06-27,2021,HOU,2021-06-27 13:10:00,13,2,1,3,0,19,11,7,315,83.7,5,45,0.1111,0.0,0.0,8.0,6.0,4.0,166.0,81.7,48.0,0.0,0.0,11.0,5.0,3.0,149.0,86.3,36.0,0.0,82.5,28.1,66.0,993.1,0.0,29.4,18.2,220.7,SW,-13.26,-3.49,-21.42
633420,2021-07-02,2021,CWS,2021-07-02 19:10:00,19,2,8,10,2,18,7,20,339,82.1,3,56,0.0536,0.1,0.0,13.0,4.0,9.0,185.0,79.8,58.0,0.0,2.0,5.0,2.0,11.0,154.0,84.6,54.0,0.1818,69.5,20.8,60.0,992.4,0.0,14.1,8.7,15.3,N,11.11,7.49,13.39
633442,2021-07-03,2021,CWS,2021-07-03 16:10:00,16,11,5,16,4,20,11,18,330,84.4,2,45,0.0444,0.2222,3.0,9.0,8.0,10.0,180.0,85.2,53.0,0.3,1.0,11.0,3.0,8.0,150.0,83.6,51.0,0.125,80.5,27.0,49.7,988.2,0.0,14.2,8.8,271.7,W,5.84,9.93,1.05
