game_date,season,n_games,avg_temp_f,avg_rhum,avg_pres,avg_wspd_mph
2024-06-14,2024,15,72.53,62.45,989.31,6.93
2024-06-15,2024,14,78.09,42.56,990.66,8.61
2024-06-16,2024,16,81.36,44.35,989.34,10.71
2024-06-17,2024,9,79.33,63.34,980.29,9.83
2024-06-18,2024,15,77.07,63.89,991.75,9.92
2024-06-19,2024,15,78.67,60.09,996.51,7.93
2024-06-20,2024,9,78.11,57.76,990.72,8.1
2024-06-21,2024,14,78.35,66.61,992.56,6.28
2024-06-22,2024,15,85.08,51.35,989.63,9.29
2024-06-23,2024,14,84.64,54.05,986.56,10.54
2024-06-24,2024,12,75.94,58.54,998.89,8.22
2024-06-25,2024,14,77.99,67.09,998.63,8.4
2024-06-26,2024,16,80.36,61.45,997.35,8.84
2024-06-27,2024,9,74.74,52.28,993.78,9.36
2024-06-28,2024,15,74.05,67.21,1000.51,9.03
2024-06-29,2024,15,80.84,64.55,1001.87,9.81
2024-06-30,2024,15,80.31,56.61,1004.0,10.39
2024-07-01,2024,3,75.63,44.33,957.63,6.13
2024-07-02,2024,15,76.16,59.88,989.11,7.55
2024-07-03,2024,15,77.09,64.87,988.5,7.55
2024-07-04,2024,15,81.03,60.25,987.89,6.6
2024-07-05,2024,15,76.73,65.07,986.65,5.79
2024-07-06,2024,15,81.93,53.77,987.8,6.76
2024-07-07,2024,15,82.29,54.31,990.09,6.13
2024-07-08,2024,7,85.86,52.71,993.01,6.4
2024-07-09,2024,13,79.89,72.48,1002.03,7.18
2024-07-10,2024,17,76.99,73.41,999.72,9.81
2024-07-11,2024,12,81.92,58.97,1004.78,7.07
2024-07-12,2024,15,76.52,75.9,1006.95,5.42
2024-07-13,2024,16,81.94,63.28,1006.09,7.09
2024-07-14,2024,15,85.91,56.67,1005.37,9.51
2024-07-19,2024,13,74.95,59.83,993.09,6.84
2024-07-20,2024,16,77.31,62.93,990.4,6.82
2024-07-21,2024,15,80.02,56.52,990.95,5.98
2024-07-22,2024,13,73.05,74.28,986.26,5.48
2024-07-23,2024,14,75.75,66.46,991.76,5.56
2024-07-24,2024,15,78.29,63.52,993.11,6.25
2024-07-25,2024,8,80.29,57.56,1007.91,9.36
2024-07-26,2024,15,75.83,63.93,1004.57,5.65
2024-07-27,2024,16,76.82,61.66,1004.33,7.59
2024-07-28,2024,15,82.79,56.05,1003.58,8.11
2024-07-29,2024,12,79.12,75.27,999.38,7.32
2024-07-30,2024,15,78.07,74.16,1001.83,8.36
2024-07-31,2024,14,82.8,66.41,1003.54,8.03
2024-08-01,2024,5,76.1,82.72,992.56,5.58
2024-08-02,2024,15,77.69,72.4,999.39,6.6
2024-08-03,2024,15,78.42,68.41,997.93,5.79
2024-08-04,2024,15,84.06,54.23,999.81,6.05
2024-08-05,2024,9,78.26,67.99,998.2,7.94
2024-08-06,2024,13,75.98,66.94,987.07,6.58
2024-08-07,2024,17,75.87,68.99,989.16,8.94
2024-08-08,2024,10,79.37,68.83,982.55,8.4
2024-08-09,2024,15,70.08,69.97,988.51,9.36
2024-08-10,2024,16,77.0,58.57,992.85,9.02
2024-08-11,2024,13,80.76,48.91,992.62,9.05
2024-08-12,2024,11,74.6,63.85,1000.11,6.14
2024-08-13,2024,15,75.13,65.57,1003.57,5.39
2024-08-14,2024,15,76.78,62.33,1004.01,6.52
2024-08-15,2024,7,80.13,51.9,1005.86,8.66
2024-08-16,2024,14,79.25,67.73,989.12,7.77
2024-08-17,2024,15,78.08,68.01,989.83,7.83
2024-08-18,2024,15,81.45,60.13,990.73,9.25
2024-08-19,2024,10,74.16,67.68,1005.8,7.58
2024-08-20,2024,15,71.63,62.59,1005.63,6.93
2024-08-21,2024,15,72.57,62.33,1006.59,7.3
2024-08-22,2024,10,71.8,56.14,1008.99,6.65
2024-08-23,2024,15,69.21,71.36,1005.95,6.41
2024-08-24,2024,15,75.68,62.81,1005.31,7.11
2024-08-25,2024,15,81.97,52.65,1006.72,7.65
2024-08-26,2024,11,76.91,71.87,988.13,5.92
2024-08-27,2024,15,79.55,62.96,988.82,6.1
2024-08-28,2024,15,77.75,67.15,989.43,6.98
2024-08-29,2024,11,79.75,60.85,988.61,5.51
2024-08-30,2024,16,76.44,67.25,992.18,7.49
2024-08-31,2024,15,78.16,63.19,990.24,7.44
2024-09-01,2024,15,81.28,54.2,990.76,9.81
2024-09-02,2024,11,76.63,51.75,1003.74,8.22
2024-09-03,2024,13,71.25,65.05,1007.57,6.5
2024-09-04,2024,15,72.77,66.95,1008.6,6.52
2024-09-05,2024,9,78.81,61.14,1005.16,5.86
2024-09-06,2024,14,71.1,69.4,1003.24,7.31
2024-09-07,2024,16,70.66,58.29,999.58,7.88
2024-09-08,2024,15,77.77,39.16,1002.25,9.03
2024-09-09,2024,9,70.43,58.32,1000.32,6.71
2024-09-10,2024,15,70.64,60.41,1001.94,6.49
2024-09-11,2024,15,73.43,61.03,1002.22,5.86
2024-09-12,2024,8,73.19,64.25,1007.55,7.65
2024-09-13,2024,15,71.23,66.61,991.13,6.77
2024-09-14,2024,15,75.11,60.93,991.59,8.12
2024-09-15,2024,15,79.59,47.93,992.97,10.65
2024-09-16,2024,10,70.82,64.31,984.21,7.34
2024-09-17,2024,15,71.8,70.43,991.91,5.21
2024-09-18,2024,15,75.13,63.07,990.25,6.95
2024-09-19,2024,12,78.68,62.42,1000.59,6.83
2024-09-20,2024,15,74.81,69.1,1000.95,6.67
2024-09-21,2024,14,77.1,65.55,1000.59,7.11
2024-09-22,2024,16,75.44,67.46,1002.88,8.04
2024-09-23,2024,4,76.3,62.58,998.68,7.2
2024-09-24,2024,15,69.25,73.23,984.97,7.17
2024-09-25,2024,14,70.46,72.51,986.9,5.66
2024-09-26,2024,9,73.32,64.74,982.59,6.08
2024-09-27,2024,15,69.15,67.84,985.55,10.03
2024-09-28,2024,15,70.06,68.65,986.56,9.72
2024-09-29,2024,14,73.71,60.37,989.06,8.71
2024-09-30,2024,2,64.95,97.35,974.5,10.3
2025-03-18,2025,1,45.9,68.0,988.7,10.3
2025-03-19,2025,1,37.5,100.0,980.1,4.8
2025-03-27,2025,14,61.4,57.82,1006.12,8.66
2025-03-29,2025,15,68.4,62.27,1002.25,9.24
2025-03-30,2025,13,66.52,64.74,1000.01,9.26
2025-03-31,2025,13,58.22,72.63,1002.69,6.77
2025-04-01,2025,12,54.16,70.02,1005.41,7.78
2025-04-02,2025,14,60.36,71.26,1004.01,11.65
2025-04-03,2025,5,60.82,71.84,1006.08,10.0
2025-04-04,2025,14,57.2,62.24,994.62,6.82
2025-04-05,2025,14,54.49,65.95,990.2,7.25
2025-04-06,2025,15,52.76,53.65,992.5,6.65
2025-04-07,2025,10,47.22,67.31,996.99,8.32
2025-04-08,2025,14,47.97,49.51,988.35,9.56
2025-04-09,2025,14,55.81,44.6,993.41,6.21
2025-04-10,2025,6,60.35,51.95,975.92,7.68
2025-04-11,2025,13,57.94,61.04,1004.74,5.86
2025-04-12,2025,14,60.69,54.92,1003.36,7.34
2025-04-13,2025,14,67.03,46.87,1001.21,8.28
2025-04-14,2025,10,57.12,66.07,997.34,7.61
2025-04-15,2025,15,53.83,56.06,1000.02,8.73
2025-04-16,2025,15,55.41,52.29,1003.01,8.07
2025-04-17,2025,10,63.75,46.03,1007.34,7.33
2025-04-18,2025,14,67.92,63.02,1001.51,10.26
2025-04-19,2025,15,69.19,60.05,993.05,8.81
2025-04-20,2025,16,63.2,48.32,988.78,7.93
2025-04-21,2025,8,62.92,65.51,1005.75,8.51
2025-04-22,2025,14,65.48,61.76,999.65,5.54
2025-04-23,2025,13,68.08,52.01,1004.02,5.52
2025-04-24,2025,8,65.36,55.8,999.78,5.94
2025-04-25,2025,12,59.57,65.59,987.48,7.02
2025-04-26,2025,15,59.51,62.49,988.03,7.51
2025-04-27,2025,15,62.8,52.45,991.8,9.03
2025-04-28,2025,8,66.42,56.59,985.91,6.79
2025-04-29,2025,14,64.76,66.96,993.64,8.86
2025-04-30,2025,16,66.39,54.08,994.79,6.29
2025-05-01,2025,11,66.94,67.09,1000.25,8.7
2025-05-02,2025,15,63.48,75.51,1000.47,7.33
2025-05-03,2025,14,62.55,75.96,1000.4,6.57
2025-05-04,2025,16,63.72,66.62,999.31,7.88
2025-05-05,2025,8,60.62,76.16,993.52,4.11
2025-05-06,2025,14,67.49,69.18,1000.19,5.13
2025-05-07,2025,14,65.85,64.26,989.49,6.45
2025-05-08,2025,9,69.57,56.74,962.36,4.52
2025-05-09,2025,14,66.46,51.1,990.01,5.49
2025-05-10,2025,14,70.47,46.41,990.9,6.0
2025-05-11,2025,14,75.72,40.16,991.52,6.74
2025-05-12,2025,11,66.45,66.55,1002.35,6.36
2025-05-13,2025,13,64.61,77.58,998.14,7.17
2025-05-14,2025,17,66.44,78.49,1001.52,7.11
2025-05-15,2025,6,74.12,68.22,992.33,5.97
2025-05-16,2025,15,71.35,65.01,993.85,7.4
2025-05-17,2025,15,69.96,59.65,993.85,8.91
2025-05-18,2025,15,70.63,52.21,997.43,10.51
2025-05-19,2025,11,62.12,66.92,984.25,8.55
2025-05-20,2025,13,62.85,63.75,989.33,7.12
2025-05-21,2025,13,63.36,65.18,986.98,9.52
2025-05-22,2025,7,59.76,76.86,976.76,8.06
2025-05-23,2025,14,61.93,65.84,990.03,6.62
2025-05-24,2025,15,65.41,58.89,993.87,6.63
2025-05-25,2025,14,69.11,51.58,994.54,6.66
2025-05-26,2025,12,69.58,56.46,1003.41,5.71
2025-05-27,2025,15,66.95,66.27,1005.77,5.99
2025-05-28,2025,14,67.8,70.06,1002.66,5.69
2025-05-29,2025,5,65.3,78.42,1013.44,6.04
2025-05-30,2025,15,71.44,65.83,994.84,5.85
2025-05-31,2025,15,71.39,54.6,993.95,8.06
2025-06-01,2025,15,72.05,51.4,998.29,7.56
2025-06-02,2025,6,67.73,66.12,1004.62,6.53
2025-06-03,2025,14,71.89,63.62,1005.11,7.32
2025-06-04,2025,13,72.62,70.32,1006.45,6.96
2025-06-05,2025,12,73.23,70.32,1002.67,5.72
2025-06-06,2025,14,67.19,78.54,987.11,4.72
2025-06-07,2025,14,70.42,69.16,984.87,6.81
2025-06-08,2025,14,72.21,65.99,983.0,8.39
2025-06-09,2025,9,70.0,69.07,994.2,5.73
2025-06-10,2025,15,73.67,62.23,988.01,5.49
2025-06-11,2025,15,78.89,53.53,990.81,6.23
2025-06-12,2025,8,75.85,55.61,980.32,6.86
2025-06-13,2025,15,72.16,70.28,1000.82,5.81
2025-06-14,2025,15,75.52,63.98,1001.16,5.76
2025-06-15,2025,15,76.93,59.51,1002.69,5.91
2025-06-16,2025,6,73.53,68.0,1012.32,5.63
2025-06-17,2025,14,75.76,69.93,999.91,6.64
2025-06-18,2025,11,75.79,72.95,1003.52,6.57
2025-06-19,2025,15,76.58,68.77,997.15,7.81
2025-06-20,2025,14,75.11,65.65,991.09,7.02
2025-06-21,2025,14,81.69,53.09,991.11,8.78
2025-06-22,2025,14,85.71,49.72,992.94,9.93
2025-06-23,2025,9,81.43,58.4,1004.18,5.33
2025-06-24,2025,15,79.0,65.41,993.99,4.77
2025-06-25,2025,15,76.87,70.33,992.03,5.93
2025-06-26,2025,9,79.98,59.41,982.4,6.83
2025-06-27,2025,15,78.02,69.16,998.03,6.65
2025-06-28,2025,15,83.03,61.98,996.77,6.31
2025-06-29,2025,15,87.56,52.38,996.18,6.43
2025-06-30,2025,8,82.26,64.32,999.72,6.48
2025-07-01,2025,12,79.5,64.35,983.58,5.31
2025-07-02,2025,18,79.36,65.76,992.86,5.32
2025-07-03,2025,10,79.4,54.01,984.12,5.4
2025-07-04,2025,14,81.66,48.61,991.13,5.19
2025-07-05,2025,14,83.29,48.21,991.06,6.44
2025-07-06,2025,14,85.31,46.61,989.72,7.96
2025-07-07,2025,10,72.17,78.09,1003.39,5.62
2025-07-08,2025,14,75.59,76.13,1003.89,4.81
2025-07-09,2025,13,75.36,73.15,1001.95,5.02
2025-07-10,2025,9,75.61,75.04,1004.78,3.78
2025-07-11,2025,15,74.91,78.99,1000.16,5.39
2025-07-12,2025,14,79.45,65.2,1001.5,7.43
2025-07-13,2025,14,80.22,61.04,1003.28,5.71
2025-07-18,2025,15,78.94,60.42,992.79,4.42
2025-07-19,2025,15,81.89,61.17,990.53,5.05
2025-07-20,2025,15,85.04,51.83,988.95,7.13
2025-07-21,2025,15,79.97,54.95,989.94,5.87
2025-07-22,2025,15,77.37,62.55,991.97,5.81
2025-07-23,2025,15,83.27,53.03,993.71,5.75
2025-07-24,2025,5,85.38,59.36,1001.42,5.92
2025-07-25,2025,14,78.4,73.81,1001.51,5.56
2025-07-26,2025,16,78.59,75.22,999.62,5.41
2025-07-27,2025,15,84.29,63.87,1001.75,6.55
2025-07-28,2025,14,79.51,73.16,1003.19,4.61
2025-07-29,2025,15,78.89,67.32,1003.66,4.81
2025-07-30,2025,14,80.19,65.6,1002.34,6.22
2025-07-31,2025,3,76.23,67.23,1009.7,6.73
2025-08-01,2025,14,73.15,63.07,1003.96,5.52
2025-08-02,2025,14,76.29,52.48,1002.65,5.62
2025-08-03,2025,13,80.79,45.25,1000.16,5.59
2025-08-04,2025,13,79.75,55.93,989.35,4.9
2025-08-05,2025,15,78.83,58.61,996.31,5.01
2025-08-06,2025,15,84.22,49.72,997.56,6.15
2025-08-07,2025,4,75.4,59.08,1006.1,6.28
2025-08-08,2025,15,78.87,62.23,998.37,6.35
2025-08-09,2025,16,79.84,57.88,997.21,6.69
2025-08-10,2025,15,85.65,47.72,999.98,6.91
2025-08-11,2025,10,78.98,66.2,1001.07,5.27
2025-08-12,2025,14,77.32,78.31,1000.89,4.55
2025-08-13,2025,14,78.23,71.91,1000.43,5.24
2025-08-14,2025,7,79.67,65.71,981.29,4.84
2025-08-15,2025,14,78.19,68.81,993.01,5.18
2025-08-16,2025,14,81.23,62.46,991.57,5.18
2025-08-17,2025,14,83.4,58.02,990.34,7.51
2025-08-18,2025,12,77.18,60.88,986.03,5.14
2025-08-19,2025,16,77.86,68.36,990.44,5.2
2025-08-20,2025,14,80.51,63.77,986.52,5.81
2025-08-21,2025,9,78.56,59.78,986.33,6.5
2025-08-22,2025,15,77.82,63.63,1001.01,4.35
2025-08-23,2025,14,78.79,56.89,998.78,6.32
2025-08-24,2025,15,82.77,49.93,999.14,7.61
2025-08-25,2025,12,74.12,49.23,1003.62,6.42
2025-08-26,2025,14,71.39,60.83,1007.88,5.15
2025-08-27,2025,14,74.39,52.84,1008.21,6.56
2025-08-28,2025,8,75.01,54.06,1009.76,7.29
2025-08-29,2025,14,68.81,62.44,992.73,5.28
2025-08-30,2025,14,72.86,48.54,994.0,5.49
2025-08-31,2025,14,77.16,43.78,996.96,6.26
2025-09-01,2025,13,79.86,46.54,992.21,6.02
2025-09-02,2025,14,75.56,56.84,987.63,4.81
2025-09-03,2025,15,75.78,53.63,983.41,6.18
2025-09-04,2025,6,70.25,66.65,987.47,7.23
2025-09-05,2025,15,73.8,64.09,985.56,5.9
2025-09-06,2025,15,73.39,61.95,988.3,5.1
2025-09-07,2025,15,76.96,45.89,991.47,4.97
2025-09-08,2025,10,69.73,71.06,1006.22,4.95
2025-09-09,2025,14,69.38,69.48,1007.04,5.01
2025-09-10,2025,14,71.94,65.94,1006.55,4.46
2025-09-11,2025,9,71.42,66.0,1012.5,3.89
2025-09-12,2025,14,69.39,73.18,1007.77,4.98
2025-09-13,2025,14,71.91,69.07,1004.31,5.94
2025-09-14,2025,14,76.49,61.49,1005.01,5.88
2025-09-15,2025,9,79.54,55.23,999.38,5.18
2025-09-16,2025,16,73.82,60.88,992.54,5.49
2025-09-17,2025,15,75.31,63.83,989.05,3.77
2025-09-18,2025,10,76.67,61.09,986.08,3.3
2025-09-19,2025,15,76.49,60.73,987.53,4.09
2025-09-20,2025,16,73.76,66.05,987.58,5.54
2025-09-21,2025,15,79.03,58.61,986.6,5.65
2025-09-22,2025,3,70.4,74.33,998.8,5.2
2025-09-23,2025,14,74.63,71.95,1000.68,4.36
2025-09-24,2025,14,72.73,77.24,1001.94,4.81
2025-09-25,2025,11,73.44,73.98,998.6,6.0
2025-09-26,2025,14,69.69,78.37,1002.93,3.9
2025-09-27,2025,14,72.23,71.29,1003.59,5.63
2025-09-28,2025,14,75.38,62.13,1007.78,6.01
